cu,year,mean,lower,upper,cv,dispersion
UpperYukonR.,2019,5504.979757,4827.055432,6182.904081,0.061573735,2
UpperYukonR.,2020,2381.784333,1848.3387,2915.229967,0.111984453,2
UpperYukonR.,2021,3991.94325,3669.692751,4314.193748,0.04036261,2
UpperYukonR.,2022,623.2794494,244.5761506,1001.982748,0.303798961,2
UpperYukonR.,2023,426.5150344,165.9163484,687.1137205,0.305497655,2
UpperYukonR.,2024,2355.04312,1859.234549,2850.85169,0.105265285,2
Big.Salmon,1985,5102.951724,1853.566661,8773.989892,0.417678649,2
Big.Salmon,1986,4878.634647,1825.668724,8400.336909,0.422467089,2
Big.Salmon,1987,4218.459898,1651.206016,7088.990666,0.405994798,2
Big.Salmon,1988,3505.435557,112.4444651,8085.812562,0.717984175,2
Big.Salmon,1989,4468.516044,-1187.396394,12081.07307,0.937140473,2
Big.Salmon,1990,5715.182999,-1163.745051,14966.26329,0.891384331,2
Big.Salmon,1991,8004.659102,3100.702155,13912.00612,0.410662452,2
Big.Salmon,1992,4599.39281,1661.967305,8048.554681,0.429750827,2
Big.Salmon,1993,5941.824592,2323.890666,10088.86193,0.424768721,2
Big.Salmon,1994,7480.178564,2730.253247,12827.19367,0.416219627,2
Big.Salmon,1995,11112.17235,4114.905411,18778.42267,0.405851649,2
Big.Salmon,1996,10136.85478,3733.001313,16719.0026,0.410918171,2
Big.Salmon,1997,14321.16101,5594.542676,23907.01819,0.402994285,2
Big.Salmon,1998,3179.84813,727.3052733,6468.953473,0.54038505,2
Big.Salmon,1999,5346.143822,2150.334376,9088.460318,0.410559905,2
Big.Salmon,2000,4882.293557,1841.277103,8316.636552,0.419835625,2
Big.Salmon,2001,5077.18808,1588.340736,9819.750966,0.515536531,2
Big.Salmon,2002,7883.968889,3004.474255,13191.15182,0.395313913,2
Big.Salmon,2003,20521.84636,7992.688625,33481.9135,0.39415308,2
Big.Salmon,2004,6357.815943,2554.561713,10621.24336,0.405112146,2
Big.Salmon,2005,5618,6179.8,5056.2,0.05,2
Big.Salmon,2006,7308,8038.8,6577.2,0.05,2
Big.Salmon,2007,4506,4956.6,4055.4,0.05,2
Big.Salmon,2008,1329,1461.9,1196.1,0.05,2
Big.Salmon,2009,9261,10187.1,8334.9,0.05,2
Big.Salmon,2010,3817,4198.7,3435.3,0.05,2
Big.Salmon,2011,5156,5671.6,4640.4,0.05,2
Big.Salmon,2012,2584,2842.4,2325.6,0.05,2
Big.Salmon,2013,3242,3566.2,2917.8,0.05,2
Big.Salmon,2014,6321,6953.1,5688.9,0.05,2
Big.Salmon,2015,10078,11085.8,9070.2,0.05,2
Big.Salmon,2016,6761,7437.1,6084.9,0.05,2
Big.Salmon,2017,5672,6239.2,5104.8,0.05,2
Big.Salmon,2018,5159,5674.9,4643.1,0.05,2
Big.Salmon,2019,3874,4261.4,3486.6,0.05,2
Big.Salmon,2020,1635,1798.5,1471.5,0.05,2
Big.Salmon,2021,1958,2153.8,1762.2,0.05,2
Big.Salmon,2022,2000.553759,791.6316939,3311.981493,0.05,2
Big.Salmon,2023,1795,1974.5,1615.5,0.05,2
Big.Salmon,2024,1899,2088.9,1709.1,0.05,2
NorthernYukonR.andtribs.,1985,975.2238415,459.2245868,1491.223096,0.264554266,1
NorthernYukonR.andtribs.,1986,1708.396714,978.5486958,2438.244732,0.213606129,1
NorthernYukonR.andtribs.,1987,1512.044829,869.4435259,2154.646133,0.212494131,1
NorthernYukonR.andtribs.,1988,11857.70595,2257.865795,21457.54611,0.404793313,1
NorthernYukonR.andtribs.,1989,1971.287792,258.9948608,3683.580722,0.434308207,1
NorthernYukonR.andtribs.,1990,7843.780205,2068.375966,13619.18444,0.368151841,1
NorthernYukonR.andtribs.,1991,6168.756684,3847.177613,8490.335756,0.188172365,1
NorthernYukonR.andtribs.,1992,6170.969051,3326.83352,9015.104582,0.230444806,1
NorthernYukonR.andtribs.,1993,17344.57003,12372.61477,22316.52528,0.14332887,1
NorthernYukonR.andtribs.,1994,16874.68645,12093.70449,21655.66841,0.141661357,1
NorthernYukonR.andtribs.,1995,8467.829519,5498.912641,11436.7464,0.17530566,1
NorthernYukonR.andtribs.,1996,3475.861195,1855.493916,5096.228474,0.233088606,1
NorthernYukonR.andtribs.,1997,2874.219075,1706.469741,4041.968409,0.203142019,1
NorthernYukonR.andtribs.,1998,3798.607044,1672.647793,5924.566296,0.279834058,1
NorthernYukonR.andtribs.,1999,1969.285977,1131.169524,2807.402429,0.21279704,1
NorthernYukonR.andtribs.,2000,1675.77121,1035.773713,2315.768708,0.190956108,1
NorthernYukonR.andtribs.,2001,6023.833099,3345.202439,8702.463759,0.222336062,1
NorthernYukonR.andtribs.,2002,9689.014328,6667.610932,12710.41772,0.155919028,1
NorthernYukonR.andtribs.,2003,5115.053627,3247.245444,6982.861809,0.182579531,1
NorthernYukonR.andtribs.,2004,10657.56831,7875.215012,13439.92161,0.130534153,1
NorthernYukonR.andtribs.,2005,14834.26234,11754.9792,17913.54548,0.103789561,1
NorthernYukonR.andtribs.,2006,10387.56425,7054.228883,13720.89962,0.160448363,1
NorthernYukonR.andtribs.,2007,4745.030215,3357.072294,6132.988135,0.146253855,1
NorthernYukonR.andtribs.,2008,5418.966407,4721.389291,6116.543522,0.064364407,1
NorthernYukonR.andtribs.,2009,7208.619749,5951.214399,8466.025098,0.087215403,1
NorthernYukonR.andtribs.,2010,2273.649695,1288.446852,3258.852538,0.216656692,1
NorthernYukonR.andtribs.,2011,4466.82969,3722.233345,5211.426036,0.083347295,1
NorthernYukonR.andtribs.,2012,4685.289568,3286.80493,6083.774205,0.149242071,1
NorthernYukonR.andtribs.,2013,629.4487858,37.89922743,1220.998344,0.469894908,1
NorthernYukonR.andtribs.,2014,5746.614638,4278.992864,7214.236412,0.127694466,1
NorthernYukonR.andtribs.,2015,7056.629984,5937.996646,8175.263322,0.079261159,1
NorthernYukonR.andtribs.,2016,7370.727275,6068.104951,8673.349599,0.088364572,1
NorthernYukonR.andtribs.,2017,6536.665434,4976.317544,8097.013325,0.119353507,1
NorthernYukonR.andtribs.,2018,5887.651036,4426.814187,7348.487885,0.124059395,1
NorthernYukonR.andtribs.,2019,2789.474582,1818.259754,3760.68941,0.174085621,1
NorthernYukonR.andtribs.,2020,1956.015796,1347.628432,2564.40316,0.155516986,1
NorthernYukonR.andtribs.,2021,3480.840669,2543.76265,4417.918688,0.13460513,1
NorthernYukonR.andtribs.,2022,622.8084794,269.7552357,975.861723,0.283436446,1
NorthernYukonR.andtribs.,2023,2117.118598,1250.063646,2984.17355,0.204772409,1
NorthernYukonR.andtribs.,2024,3014.256477,2308.364238,3720.148716,0.117092265,1
Whiteandtribs.,1985,1118.643499,548.9638732,1688.323125,0.254629659,1
Whiteandtribs.,1986,2486.363201,1419.059648,3553.666754,0.214631465,1
Whiteandtribs.,1987,1984.577993,1091.345683,2877.810303,0.225043388,1
Whiteandtribs.,1988,1554.110704,10,3727.396385,0.597994141,1
Whiteandtribs.,1989,1453.123756,10,3795.930425,0.651343426,1
Whiteandtribs.,1990,1464.094528,10,3675.029737,0.625818495,1
Whiteandtribs.,1991,1424.132459,379.0056464,2469.259271,0.366934552,1
Whiteandtribs.,1992,3433.23399,1441.935085,5424.532894,0.290003377,1
Whiteandtribs.,1993,12442.86386,8437.335357,16448.39236,0.160956856,1
Whiteandtribs.,1994,6754.671855,3547.887858,9961.455852,0.237375262,1
Whiteandtribs.,1995,5188.954435,3049.193206,7328.715664,0.206184238,1
Whiteandtribs.,1996,8802.771884,5764.491288,11841.05248,0.17257522,1
Whiteandtribs.,1997,3031.749688,1549.721518,4513.777858,0.244417964,1
Whiteandtribs.,1998,1697.627515,60.18864451,3335.066386,0.482272718,1
Whiteandtribs.,1999,2479.369487,1381.52698,3577.211994,0.221395502,1
Whiteandtribs.,2000,2267.705738,1400.016292,3135.395184,0.191314382,1
Whiteandtribs.,2001,3989.251541,1852.155169,6126.347913,0.267856808,1
Whiteandtribs.,2002,1965.786293,834.3392454,3097.233341,0.287784855,1
Whiteandtribs.,2003,2293.326227,1045.409842,3541.242612,0.272075636,1
Whiteandtribs.,2004,2850.762947,1578.875852,4122.650043,0.223078369,1
Whiteandtribs.,2005,6179.85543,4014.644185,8345.066675,0.175183001,1
Whiteandtribs.,2006,4523.47452,4175.241303,4871.707736,0.038491785,1
Whiteandtribs.,2007,3002.933303,1852.547266,4153.319339,0.191543721,1
Whiteandtribs.,2008,1933.460832,1365.221219,2501.700445,0.14694883,1
Whiteandtribs.,2009,3270.550884,2390.866963,4150.234804,0.134485589,1
Whiteandtribs.,2010,784.1440876,175.3286442,1392.959531,0.388203809,1
Whiteandtribs.,2011,2393.925193,1719.130548,3068.719837,0.140938958,1
Whiteandtribs.,2012,2971.748328,1822.028196,4121.468459,0.193441706,1
Whiteandtribs.,2013,128.6569109,10,427.3391374,0.810953594,1
Whiteandtribs.,2014,8895.790514,8291.718858,9499.862169,0.033952669,1
Whiteandtribs.,2015,4678.366148,3636.151954,5720.580343,0.111386557,1
Whiteandtribs.,2016,2508.737023,1525.723769,3491.750277,0.195917955,1
Whiteandtribs.,2017,3424.522151,2256.931382,4592.112919,0.170474991,1
Whiteandtribs.,2018,2791.023899,1539.540885,4042.506912,0.224197832,1
Whiteandtribs.,2019,3397.509237,2092.849755,4702.168719,0.192002345,1
Whiteandtribs.,2020,533.0895175,184.1012135,882.0778216,0.327326174,1
Whiteandtribs.,2021,4375.31165,3907.809791,4842.813509,0.053424978,1
Whiteandtribs.,2022,587.2618185,10,1515.172606,0.640758755,1
Whiteandtribs.,2023,998.3696902,346.4439394,1650.295441,0.326495164,1
Whiteandtribs.,2024,773.297372,17.9564104,1528.638334,0.488389712,1
Pelly,1985,6295.489264,4257.60175,8333.376778,0.161852989,1
Pelly,1986,7815.967259,5469.960824,10161.97369,0.150077806,1
Pelly,1987,10789.23348,8347.525513,13230.94145,0.11315484,1
Pelly,1988,9212.449792,10,18919.78869,0.513158528,1
Pelly,1989,15540.8898,10,37736.29378,0.606887609,1
Pelly,1990,19908.9314,10,44366.58123,0.556993496,1
Pelly,1991,19630.53396,14686.44872,24574.6192,0.125928445,1
Pelly,1992,12981.06449,8489.688866,17472.44012,0.1729972,1
Pelly,1993,15537.13455,10996.84495,20077.42415,0.146110906,1
Pelly,1994,17665.17423,12869.16768,22461.18079,0.135747502,1
Pelly,1995,11102.17214,7704.029285,14500.31499,0.15303955,1
Pelly,1996,11447.69089,7857.912557,15037.46922,0.156790499,1
Pelly,1997,10337.24012,7085.646448,13588.83379,0.157275716,1
Pelly,1998,3595.724771,553.4567891,6637.992752,0.423039606,1
Pelly,1999,6039.38209,3980.851078,8097.913102,0.170425631,1
Pelly,2000,5606.346498,3890.132215,7322.560782,0.153059955,1
Pelly,2001,8983.238595,4315.811285,13650.6659,0.259785336,1
Pelly,2002,9417.085691,6576.916377,12257.25501,0.15079874,1
Pelly,2003,33713.37915,25815.9414,41610.8169,0.117126167,1
Pelly,2004,12545.08597,9539.459064,15550.71287,0.119792997,1
Pelly,2005,16302.29406,13143.42668,19461.16143,0.096884137,1
Pelly,2006,12103.41484,8638.727756,15568.10192,0.143128494,1
Pelly,2007,7566.113758,5945.703334,9186.524181,0.107083403,1
Pelly,2008,4113.786027,3567.451607,4660.120447,0.066402873,1
Pelly,2009,15793.26512,14086.07968,17500.45057,0.054047894,1
Pelly,2010,8547.531762,7152.763579,9942.299944,0.081588944,1
Pelly,2011,8475.689638,7452.652702,9498.726573,0.06035125,1
Pelly,2012,6737.147932,5135.588863,8338.707001,0.118860316,1
Pelly,2013,10476.79501,8828.013493,12125.57653,0.078687304,1
Pelly,2014,6854.023796,5958.24065,7749.806942,0.065347245,1
Pelly,2015,16861.79873,15251.87727,18471.7202,0.047738723,1
Pelly,2016,13623.08952,11691.39569,15554.78336,0.070897788,1
Pelly,2017,8534.784265,7162.757606,9906.810924,0.08037852,1
Pelly,2018,7039.226605,5060.217504,9018.235706,0.140570066,1
Pelly,2019,4634.384406,4420.254589,4848.514222,0.023102293,1
Pelly,2020,6618.955562,5765.791055,7472.120069,0.064448575,1
Pelly,2021,4037.712714,3217.181295,4858.244133,0.101608445,1
Pelly,2022,983.0201572,555.5643452,1410.475969,0.217419658,1
Pelly,2023,1882.265479,1050.234647,2714.296311,0.221018459,1
Pelly,2024,1429.854811,1037.234112,1822.47551,0.137293904,1
Stewart,1985,5901.215591,3733.458372,8068.97281,0.183670397,1
Stewart,1986,4648.602277,2861.856371,6435.348183,0.192180983,1
Stewart,1987,2762.488535,1684.770076,3840.206995,0.195062974,1
Stewart,1988,3066.51091,10,7201.310623,0.586277926,1
Stewart,1989,4460.989127,10,11936.0733,0.668353641,1
Stewart,1990,5930.655415,10,14696.93345,0.619110892,1
Stewart,1991,7142.663961,4450.297006,9835.030915,0.188470784,1
Stewart,1992,3563.627578,1532.252371,5595.002785,0.285015081,1
Stewart,1993,3067.801414,1399.921029,4735.681799,0.271836433,1
Stewart,1994,8474.159183,5410.721069,11537.5973,0.180751745,1
Stewart,1995,9325.765558,6281.385698,12370.14542,0.163224126,1
Stewart,1996,4970.210741,2824.315937,7116.105545,0.215875635,1
Stewart,1997,5632.333908,3392.427481,7872.240334,0.19884354,1
Stewart,1998,2205.350929,80.05035626,4330.651502,0.48185088,1
Stewart,1999,2131.310112,1062.221147,3200.399078,0.250805587,1
Stewart,2000,1513.156344,786.8230742,2239.489613,0.240006022,1
Stewart,2001,3971.519566,1052.639378,6890.399755,0.367476496,1
Stewart,2002,5692.222266,3577.150525,7807.294007,0.185786117,1
Stewart,2003,5293.174702,2489.090324,8097.25908,0.264877369,1
Stewart,2004,3653.150033,2167.524829,5138.775237,0.203334819,1
Stewart,2005,2812.754137,1351.279367,4274.228907,0.259794262,1
Stewart,2006,5784.844817,3028.254179,8541.435454,0.238259688,1
Stewart,2007,9643.701743,8130.798816,11156.60467,0.078439948,1
Stewart,2008,1838.252929,1365.890303,2310.615556,0.128481402,1
Stewart,2009,4954.547171,3884.808121,6024.286221,0.10795528,1
Stewart,2010,1708.066818,677.2914103,2738.842225,0.301737437,1
Stewart,2011,8964.078503,8554.342423,9373.814583,0.022854334,1
Stewart,2012,627.5800324,78.83858916,1176.321476,0.437188418,1
Stewart,2013,2835.37654,1663.114599,4007.63848,0.206720681,1
Stewart,2014,4845.20368,3299.255841,6391.15152,0.159533834,1
Stewart,2015,5257.14205,4155.948684,6358.335417,0.104733081,1
Stewart,2016,5808.193128,4377.031347,7239.354909,0.123201979,1
Stewart,2017,2894.192229,2049.09538,3739.289079,0.145998742,1
Stewart,2018,2722.97015,1956.921551,3489.01875,0.140664157,1
Stewart,2019,3611.856202,2538.706874,4685.005529,0.148559254,1
Stewart,2020,1978.365926,1389.150883,2567.580969,0.148914575,1
Stewart,2021,2020.246485,1471.941463,2568.551507,0.135702506,1
Stewart,2022,34.25764049,10,114.0391847,0.759240736,1
Stewart,2023,527.5048563,29.40366289,1025.60605,0.472129486,1
Stewart,2024,2588.627244,1298.848832,3878.405656,0.249124012,1
Nordenskiold,1985,2982.516671,1157.423466,4807.609876,0.305965298,1
Nordenskiold,1986,558.6796435,207.7296317,909.6296554,0.314088777,1
Nordenskiold,1987,274.6048869,72.8847951,476.3249788,0.367291519,1
Nordenskiold,1988,1899.254411,464.3979843,3334.110838,0.377742028,1
Nordenskiold,1989,671.2391258,9.60249619,1332.875755,0.492847187,1
Nordenskiold,1990,366.7459338,10,778.9644447,0.524180621,1
Nordenskiold,1991,205.3928963,91.30910236,319.4766903,0.277720885,1
Nordenskiold,1992,394.2160952,193.7929203,594.6392702,0.254204708,1
Nordenskiold,1993,414.1075837,229.5191624,598.6960049,0.222874959,1
Nordenskiold,1994,489.5017749,273.2722202,705.7313296,0.220866977,1
Nordenskiold,1995,1330.64576,777.9594408,1883.33208,0.207675978,1
Nordenskiold,1996,1524.967133,892.4374112,2157.496856,0.207391264,1
Nordenskiold,1997,506.9006236,247.6623263,766.1389209,0.255709192,1
Nordenskiold,1998,1424.206234,706.8895405,2141.522928,0.251830345,1
Nordenskiold,1999,1201.265261,422.651947,1979.878576,0.324080509,1
Nordenskiold,2000,3121.773641,1754.121654,4489.425628,0.219050473,1
Nordenskiold,2001,3635.492413,775.8275979,6495.157229,0.393298141,1
Nordenskiold,2002,539.7053633,282.0040111,797.4067154,0.238742627,1
Nordenskiold,2003,456.3012852,254.1033093,658.499261,0.221561918,1
Nordenskiold,2004,1829.091821,828.8139382,2829.369704,0.273435667,1
Nordenskiold,2005,329.3491065,10,715.6726011,0.535656988,1
Nordenskiold,2006,20.06001416,13.0567152,27.06331312,0.174558674,1
Nordenskiold,2007,2011.908244,1906.674787,2117.141702,0.026152648,1
Nordenskiold,2008,3661.813635,2538.695386,4784.931885,0.153355463,1
Nordenskiold,2009,1784.564485,1644.745488,1924.383483,0.039174543,1
Nordenskiold,2010,2229.321847,2097.808739,2360.834954,0.029496214,1
Nordenskiold,2011,633.8338664,312.2034084,955.4643243,0.253718265,1
Nordenskiold,2012,767.0106815,10,2290.882007,0.743432283,1
Nordenskiold,2013,2272.987779,2064.396715,2481.578843,0.045884775,1
Nordenskiold,2014,775.127979,410.0045962,1140.251362,0.23552458,1
Nordenskiold,2015,4645.249767,4180.229452,5110.270082,0.050053317,1
Nordenskiold,2016,4836.864765,4579.415929,5094.3136,0.026613193,1
Nordenskiold,2017,3226.898173,2911.247034,3542.549312,0.048909374,1
Nordenskiold,2018,2492.517126,1735.482705,3249.551546,0.151861428,1
Nordenskiold,2019,1747.302928,530.3961699,2964.209685,0.348224323,1
Nordenskiold,2020,2818.823884,2617.91928,3019.728488,0.035636246,1
Nordenskiold,2021,1306.993879,1209.228143,1404.759615,0.037400992,1
Nordenskiold,2022,687.0113239,622.900994,751.1216537,0.04665886,1
Nordenskiold,2023,1549.643989,1396.458543,1702.829435,0.049426012,1
Nordenskiold,2024,2020.816768,1830.193142,2211.440395,0.047164995,1
YukonR.Teslinheadwaters,1985,5828.820227,3970.498221,7687.142232,0.159408073,1
YukonR.Teslinheadwaters,1986,7341.914993,5084.838306,9598.991681,0.153711715,1
YukonR.Teslinheadwaters,1987,3875.70283,2561.964525,5189.441134,0.16948388,1
YukonR.Teslinheadwaters,1988,4077.314914,10,9367.215534,0.573736376,1
YukonR.Teslinheadwaters,1989,6254.462452,10,16783.11704,0.670445988,1
YukonR.Teslinheadwaters,1990,8122.025417,10,19890.61422,0.611935238,1
YukonR.Teslinheadwaters,1991,9814.390881,6580.666481,13048.11528,0.164744019,1
YukonR.Teslinheadwaters,1992,10843.46507,6801.997592,14884.93255,0.186354982,1
YukonR.Teslinheadwaters,1993,16544.17875,11794.72216,21293.63534,0.143538602,1
YukonR.Teslinheadwaters,1994,7740.807723,4831.109646,10650.5058,0.187945379,1
YukonR.Teslinheadwaters,1995,9834.998152,6697.771225,12972.22508,0.159493011,1
YukonR.Teslinheadwaters,1996,13403.66471,9432.84423,17374.48519,0.148124433,1
YukonR.Teslinheadwaters,1997,8049.343942,5230.904623,10867.78326,0.175072611,1
YukonR.Teslinheadwaters,1998,3594.993398,480.2820151,6709.704782,0.433201266,1
YukonR.Teslinheadwaters,1999,6361.293468,4211.255937,8511.330999,0.168993739,1
YukonR.Teslinheadwaters,2000,3315.169376,2092.098702,4538.240049,0.18446579,1
YukonR.Teslinheadwaters,2001,6774.21057,1305.509169,12242.91197,0.403641232,1
YukonR.Teslinheadwaters,2002,2217.391955,1001.844491,3432.939419,0.274093956,1
YukonR.Teslinheadwaters,2003,4790.439375,2272.053097,7308.825654,0.262855459,1
YukonR.Teslinheadwaters,2004,4463.834718,2800.650265,6127.019172,0.186295479,1
YukonR.Teslinheadwaters,2005,12571.10009,9673.899536,15468.30064,0.115232578,1
YukonR.Teslinheadwaters,2006,3466.230049,1234.003095,5698.457003,0.321996365,1
YukonR.Teslinheadwaters,2007,3313.777322,2114.092191,4513.462453,0.181014748,1
YukonR.Teslinheadwaters,2008,973.5217726,674.3754928,1272.668052,0.153641289,1
YukonR.Teslinheadwaters,2009,5639.293349,4505.555957,6773.030742,0.100521229,1
YukonR.Teslinheadwaters,2010,3237.375482,2085.788716,4388.962248,0.177858079,1
YukonR.Teslinheadwaters,2011,4445.222126,3669.132927,5221.311324,0.08729476,1
YukonR.Teslinheadwaters,2012,3655.599072,2394.979774,4916.21837,0.172423079,1
YukonR.Teslinheadwaters,2013,4883.68196,3444.200261,6323.16366,0.147376683,1
YukonR.Teslinheadwaters,2014,7377.875014,5770.313678,8985.436349,0.108944739,1
YukonR.Teslinheadwaters,2015,6200.340927,5023.480631,7377.201223,0.09490287,1
YukonR.Teslinheadwaters,2016,13252.94825,11336.65199,15169.2445,0.072296979,1
YukonR.Teslinheadwaters,2017,12236.52743,10487.26999,13985.78487,0.071476873,1
YukonR.Teslinheadwaters,2018,7343.743118,5280.575581,9406.910656,0.140471113,1
YukonR.Teslinheadwaters,2019,6881.874816,5531.679008,8232.070624,0.098097963,1
YukonR.Teslinheadwaters,2020,7248.83632,7034.63505,7463.037591,0.014774873,1
YukonR.Teslinheadwaters,2021,1870.637386,1333.712838,2407.561935,0.143513797,1
YukonR.Teslinheadwaters,2022,1710.078302,784.6208698,2635.535734,0.270589198,1
YukonR.Teslinheadwaters,2023,3222.246366,2240.317552,4204.17518,0.152367123,1
YukonR.Teslinheadwaters,2024,4129.420661,2610.456755,5648.384566,0.183919735,1
MiddleYukonR.andtribs.,1985,9416.629115,5357.929636,13547.97801,0.21743578,1
MiddleYukonR.andtribs.,1986,8821.206531,5233.526306,13026.38545,0.220855818,1
MiddleYukonR.andtribs.,1987,8743.098884,5220.327345,12739.27707,0.214996703,1
MiddleYukonR.andtribs.,1988,6202.213004,559.3994716,12353.28555,0.475390238,1
MiddleYukonR.andtribs.,1989,11041.98434,10,25730.93028,0.582343931,1
MiddleYukonR.andtribs.,1990,14360.15528,725.9677621,30580.4149,0.519744504,1
MiddleYukonR.andtribs.,1991,19996.56712,11906.12624,28840.50354,0.211716056,1
MiddleYukonR.andtribs.,1992,11746.23177,6562.779551,17204.49583,0.226492131,1
MiddleYukonR.andtribs.,1993,12733.93851,7515.825316,18774.47264,0.221036235,1
MiddleYukonR.andtribs.,1994,15976.66683,9084.727703,23505.80046,0.225658345,1
MiddleYukonR.andtribs.,1995,24394.73542,14317.23665,35188.70012,0.213893112,1
MiddleYukonR.andtribs.,1996,21498.2352,12523.39158,31265.50062,0.217949391,1
MiddleYukonR.andtribs.,1997,29377.69974,17120.23335,42854.95462,0.218998777,1
MiddleYukonR.andtribs.,1998,4813.022655,1722.787279,8515.633479,0.352836808,1
MiddleYukonR.andtribs.,1999,11130.96156,6438.270205,16248.66048,0.220340135,1
MiddleYukonR.andtribs.,2000,10683.43672,6247.867276,15446.27239,0.215249207,1
MiddleYukonR.andtribs.,2001,14450.1654,6539.763535,23547.77476,0.294252882,1
MiddleYukonR.andtribs.,2002,17730.36113,10666.2225,25489.38964,0.209008252,1
MiddleYukonR.andtribs.,2003,43309.69535,26252.46857,62251.99648,0.207802939,1
MiddleYukonR.andtribs.,2004,12665.18349,7461.208093,18537.2964,0.218632606,1
MiddleYukonR.andtribs.,2005,10544.54931,6444.305419,14581.79822,0.192931261,1
MiddleYukonR.andtribs.,2006,18140.49924,11102.42938,24932.27782,0.190593548,1
MiddleYukonR.andtribs.,2007,3839.155687,2207.836234,5619.123881,0.222137882,1
MiddleYukonR.andtribs.,2008,9934.725755,6130.694493,13787.54852,0.192679049,1
MiddleYukonR.andtribs.,2009,11970.47989,7256.81442,16815.72666,0.199635109,1
MiddleYukonR.andtribs.,2010,8120.509017,4864.472403,11573.98682,0.206560771,1
MiddleYukonR.andtribs.,2011,10513.1378,6484.135205,14860.79568,0.19919506,1
MiddleYukonR.andtribs.,2012,4069.368852,2456.245302,5860.897578,0.209163411,1
MiddleYukonR.andtribs.,2013,4562.063649,2757.126595,6378.46138,0.198448283,1
MiddleYukonR.andtribs.,2014,18042.27772,10995.33652,25324.31716,0.19854728,1
MiddleYukonR.andtribs.,2015,23188.0602,14065.0387,32021.3964,0.193594867,1
MiddleYukonR.andtribs.,2016,13009.28186,7914.431398,18281.23448,0.199219357,1
MiddleYukonR.andtribs.,2017,17705.78371,10895.46409,24573.47369,0.193129119,1
MiddleYukonR.andtribs.,2018,14891.19486,9001.912113,20702.95217,0.196442263,1
MiddleYukonR.andtribs.,2019,10986.08736,6717.749729,15168.78461,0.192312208,1
MiddleYukonR.andtribs.,2020,6298.562206,3770.283958,8795.954914,0.199476912,1
MiddleYukonR.andtribs.,2021,7015.443795,4264.5283,9789.114832,0.196872311,1
MiddleYukonR.andtribs.,2022,4440.645366,2648.858816,6229.074093,0.201559401,1
MiddleYukonR.andtribs.,2023,2550.203356,1566.57845,3598.493995,0.199191521,1
MiddleYukonR.andtribs.,2024,4508.168802,2770.020813,6328.576688,0.197339321,1
UpperYukonR.,1985,2332.800226,956.3227919,3709.27766,0.295026856,1
UpperYukonR.,1986,2203.188264,1011.745944,3394.630584,0.270390493,1
UpperYukonR.,1987,363.2321597,163.7845299,562.6797895,0.274545665,1
UpperYukonR.,1988,338.315063,12.05126143,664.5788646,0.482189292,1
UpperYukonR.,1989,93.0769633,10,233.8014934,0.601119454,1
UpperYukonR.,1990,-98.09560422,10,62.40492714,-0.133555748,1
UpperYukonR.,1991,2773.984299,1061.611825,4486.356773,0.308648552,1
UpperYukonR.,1992,1434.090075,38.54535531,2829.634795,0.486561041,1
UpperYukonR.,1993,904.8608909,28.93750037,1780.784281,0.484009973,1
UpperYukonR.,1994,1937.241821,377.0830239,3497.400619,0.402675283,1
UpperYukonR.,1995,2875.144467,1035.611013,4714.67792,0.319902787,1
UpperYukonR.,1996,2976.683524,1072.394715,4880.972333,0.319867529,1
UpperYukonR.,1997,8229.189041,5136.535832,11321.84225,0.187907532,1
UpperYukonR.,1998,9449.298526,4691.63599,14206.96106,0.251746864,1
UpperYukonR.,1999,4751.473787,2687.012961,6815.934612,0.217244261,1
UpperYukonR.,2000,1830.918668,743.4035118,2918.433825,0.2969862,1
UpperYukonR.,2001,955.1493188,10,2511.976289,0.654865224,1
UpperYukonR.,2002,622.5072279,86.64570483,1158.368751,0.430405864,1
UpperYukonR.,2003,1674.726112,10,3487.978772,0.519186204,1
UpperYukonR.,2004,1158.131494,85.83096571,2230.432023,0.462944205,1
UpperYukonR.,2005,1314.592068,10,2788.014098,0.52830345,1
UpperYukonR.,2006,1642.518504,202.77755,3082.259458,0.43827237,1
UpperYukonR.,2007,949.7021429,10,2449.969963,0.642298741,1
UpperYukonR.,2008,1986.89271,875.8889212,3097.896498,0.279583236,1
UpperYukonR.,2009,8946.307099,7993.985242,9898.628955,0.053224299,1
UpperYukonR.,2010,1558.058259,487.1948344,2628.921684,0.343653204,1
UpperYukonR.,2011,1211.012659,655.4469744,1766.578343,0.229380626,1
UpperYukonR.,2012,6728.61075,5153.988852,8303.232648,0.117009436,1
UpperYukonR.,2013,67.0127805,10,369.7674983,1.342160016,1
UpperYukonR.,2014,671.3499252,93.62305967,1249.076791,0.430272533,1
UpperYukonR.,2015,2737.542976,1884.646245,3590.439707,0.155777779,1
UpperYukonR.,2016,2127.825014,1485.092909,2770.557119,0.151030301,1
UpperYukonR.,2017,6217.60334,5553.622684,6881.583997,0.053395225,1
UpperYukonR.,2018,4487.382123,3516.919893,5457.844354,0.108132337,1
UpperYukonR.,2019,3446.369951,2168.658838,4724.081063,0.185370568,1
UpperYukonR.,2020,723.2257737,295.1946802,1151.256867,0.295918031,1
UpperYukonR.,2021,3827.441145,3488.109977,4166.772313,0.044328724,1
UpperYukonR.,2022,634.9815444,256.27085,1013.692239,0.298206064,1
