"","mean","se_mean","sd","2.5%","50%","97.5%","n_eff","Rhat","CU"
"alpha_dev[8]1",-0.0264980321725433,0.0114909483213527,0.780828052831845,-1.64371383990071,-0.00561922599710019,1.44392576541154,4617.41673601373,1.00015994032419,"MiddleYukonR.andtribs."
"alpha_dev[9]1",-0.518244499828097,0.0124805513997455,0.777763267211904,-2.00612486363905,-0.536057668258491,1.04202789564043,3883.5357712257,1.00010358325248,"MiddleYukonR.andtribs."
"alpha_dev[10]1",0.249321531779728,0.0107323595649059,0.781268272679071,-1.29342154838292,0.264600695918775,1.72725637928473,5299.19556383794,0.999409248052375,"MiddleYukonR.andtribs."
"alpha_dev[11]1",0.411541304610038,0.00942664441994701,0.769173488652023,-1.13055599588847,0.42877800693976,1.89392435262114,6657.85546360627,0.999978123391815,"MiddleYukonR.andtribs."
"alpha_dev[12]1",0.454115079687648,0.0103669827243574,0.761681566098201,-1.09058767370699,0.439344102481524,1.92518432050452,5398.11510131637,0.999352794739948,"MiddleYukonR.andtribs."
"alpha_dev[13]1",0.0367881914484724,0.0127246660809134,0.825010596286384,-1.59262961664994,0.0564100987336538,1.6214939996546,4203.64724312424,1.00052186613508,"MiddleYukonR.andtribs."
"alpha_dev[14]1",-0.609611013691877,0.0105571131953599,0.782861850972225,-2.11752552286216,-0.608024685429284,0.935458627118338,5498.95169014029,0.999772641653165,"MiddleYukonR.andtribs."
"alpha_dev[15]1",-0.190131467651194,0.0107785975480748,0.774310600301501,-1.7492759070545,-0.183101296270079,1.26655618142648,5160.66771415988,0.999267018926604,"MiddleYukonR.andtribs."
"alpha_dev[16]1",-0.369783393541888,0.0103612801957342,0.787932868408739,-1.92936135586461,-0.368691819211365,1.15566400089673,5782.97877135286,0.999962138992899,"MiddleYukonR.andtribs."
"alpha_dev[17]1",-0.857119145634628,0.0120919692184687,0.77439129843884,-2.36125723827516,-0.875578444895986,0.690770375265379,4101.35028448884,0.999847583968815,"MiddleYukonR.andtribs."
"alpha_dev[18]1",-0.022830028562278,0.0148464204440732,0.80472349897229,-1.67120855395678,0.0290178901265707,1.4240698998208,2937.98690745852,0.999371762816259,"MiddleYukonR.andtribs."
"alpha_dev[19]1",-0.809283066667762,0.0111520182463494,0.785472711645745,-2.32991203067616,-0.823257862434589,0.716503953260085,4960.84046342517,0.999443938126486,"MiddleYukonR.andtribs."
"alpha_dev[20]1",-0.112560812483861,0.0116129756651916,0.784539869247107,-1.74588229800898,-0.0922722665947588,1.37493802116459,4563.9723589413,0.999719079660985,"MiddleYukonR.andtribs."
"alpha_dev[21]1",-0.475691797999156,0.0112742299957745,0.785115929209768,-1.98064571635517,-0.471955228792574,1.13281176609778,4849.46464227836,0.999564506569538,"MiddleYukonR.andtribs."
"alpha_dev[22]1",-0.0544661568747968,0.010791225116608,0.800789693167379,-1.65501079309696,-0.0503236519992252,1.53366059042626,5506.75106651423,1.00027835348438,"MiddleYukonR.andtribs."
"alpha_dev[23]1",0.427297564692832,0.0108397344005693,0.786572605804088,-1.14078813346598,0.434443651679997,1.9478129809831,5265.50890902661,0.999681978901898,"MiddleYukonR.andtribs."
"alpha_dev[24]1",0.972226925027028,0.0108592270440009,0.796207948940313,-0.5991912351701,0.975463180818024,2.49354082790223,5375.94963383768,0.999532901069343,"MiddleYukonR.andtribs."
