"HCR","escapement","harvest","cdn.harvest","ER","pr.closed","n.below.lwr","n.between.bench","n.above.upr","n.above.reb","n.extinct","prob"
"fixed.ER.5",92318.2131614161,4873.86947088915,1120.98997830451,0.0499668090175942,0,1,1,2,3,0,"median"
"fixed.ER.5",136097.195664051,7176.07820542999,1652.35407573662,0.0507617252905927,0,3,2,4,6,0,"q_75"
"fixed.ER.5",108782.266084933,5730.88128417771,1348.90449013745,0.0499339401399781,0,1.612,1.159,2.514,3.569,0.146,"mean"
"fixed.ER.50",25216.6018651685,25483.5268507422,6034.9424001638,0.489822114297187,0,1,0,1,0,0,"q_25"
"fixed.ER.50",42517.9139917866,42038.7287168426,10704.2454080694,0.498671126164524,0,3,1,2,1,0,"median"
"fixed.ER.50",73208.3786491255,73240.0426334392,20742.0107249079,0.5059174933808,0,4,2,3,3,1,"q_75"
"fixed.ER.50",55871.2261132889,56093.2070738686,16856.1182551491,0.496252449033757,0,2.837,1.342,2.174,2.084,0.563,"mean"
"fixed.ER.55",18222.5739493883,22200.9378334099,5265.99360975657,0.534889448988822,0,2,0,1,0,0,"q_25"
"fixed.ER.55",35930.8486300123,43714.6926727188,11062.1328238976,0.545470566557937,0,3,1,2,1,0,"median"
"fixed.ER.55",62098.0067973031,76096.5492106108,23038.6543146071,0.554611870888719,0,4,2,3,2,1,"q_75"
"fixed.ER.55",50696.262678159,61577.2137637881,19631.5446723009,0.541575748526549,0,3.096,1.334,2.011,1.719,0.84,"mean"
"fixed.ER.60",15886.6604349214,23754.1837813005,5763.48377768555,0.583042903965188,0,2,0,1,0,0,"q_25"
"fixed.ER.60",30073.3472914016,44552.5486466521,11455.5439786205,0.595241676951713,0,3,1,2,1,0.5,"median"
"fixed.ER.60",54019.2160313394,79061.2054512845,23446.267810445,0.605773452156152,0,5,2,3,2,2,"q_75"
"fixed.ER.60",40872.7082678747,61632.4386041375,19131.3532932308,0.588974071999159,0,3.247,1.255,1.785,1.539,1.174,"mean"
"fixed.ER.65",11929.9189025263,21724.2799201143,5118.63352396072,0.621124089076217,0,2,0,0,0,0,"q_25"
"fixed.ER.65",24204.4657650217,45531.258594736,11488.7955757425,0.640615432933428,0,3,1,1,1,1,"median"
"fixed.ER.65",45719.2431424662,84262.123373514,25090.0091150928,0.653339772850856,0,5,2,3,2,2,"q_75"
"fixed.ER.65",34539.1513724834,64229.8264605373,20368.2724405319,0.629300835271847,0,3.37,1.147,1.625,1.299,1.559,"mean"
"fixed.ER.70",8738.28205700181,20390.8672723375,4877.12919155222,0.658641954316195,0,2,0,0,0,0,"q_25"
"fixed.ER.70",16448.1218099337,38796.6424579942,9780.06019121395,0.686315464644915,0,3.5,1,1,0,2,"median"
"fixed.ER.70",34477.9505797755,80970.8136417168,24138.5837018104,0.701731229794719,0,5,2,2,1,3,"q_75"
"fixed.ER.70",27215.9093357224,63751.0547658602,20554.1641717668,0.670359800002599,0.000238095238095238,3.554,1.139,1.329,0.889,2.089,"mean"
"fixed.ER.75",5968.38252423456,17530.9512618516,4067.33354906785,0.68093838541561,0,2,0,0,0,1,"q_25"
"fixed.ER.75",11954.682940621,36329.532766069,8960.42540116681,0.728157755253067,0,4,1,1,0,2,"median"
"fixed.ER.75",24628.2766743609,75734.9138207866,22172.3794825837,0.748698602801354,0,5,1,2,1,5,"q_75"
"fixed.ER.75",20266.2596935145,61053.4989292439,19849.3377933693,0.702705344378287,0.000333333333333334,3.613,0.884,1.018,0.658,2.827,"mean"
"fixed.ER.80",3681.50874472911,15251.1393787543,3534.99377184921,0.683041354013568,0,2,0,0,0,2,"q_25"
"fixed.ER.80",7934.58348296991,30959.0469487909,7786.41138079397,0.754639046140243,0,3,0,0,0,4,"median"
"fixed.ER.80",17381.4297475851,71751.0180169785,20054.0256273613,0.788109207010087,0,5,1,1,1,6,"q_75"
"fixed.ER.80",14035.8364351596,56327.1266888193,18032.4973637974,0.723115242847645,0.00104761904761905,3.294,0.701,0.782,0.409,3.814,"mean"
"fixed.ER.85",1546.69864825198,9158.57550327932,2106.47236575424,0.654226591933638,0,1,0,0,0,4,"q_25"
"fixed.ER.85",3504.07928069104,20299.5503511754,4767.83839753256,0.744687523586701,0,2,0,0,0,6,"median"
"fixed.ER.85",8566.22341655684,47278.9510538316,12448.1052951037,0.809803554915189,0,4,1,1,0,7,"q_75"
"fixed.ER.85",8175.22739254633,45926.8755057584,15069.92733385,0.719967322785089,0.00404761904761905,2.494,0.406,0.346,0.215,5.539,"mean"
"fixed.ER.90",506.193826753288,5162.3149394896,1187.33243608261,0.571568668722297,0,0,0,0,0,6,"q_25"
"fixed.ER.90",1212.96847941062,11618.6822515394,2724.14982295763,0.682306914523294,0,1,0,0,0,8,"median"
"fixed.ER.90",3304.61505801573,29097.1833731137,7399.92435330528,0.782923560484064,0,2,0,0,0,9,"q_75"
"fixed.ER.90",3665.15120491094,32298.2085912409,10622.1853636819,0.665439720411217,0.035952380952381,1.246,0.162,0.136,0.089,7.367,"mean"
"fixed.ER.95",114.511355280941,2527.16850017159,581.248755039465,0.421237393247332,0,0,0,0,0,9,"q_25"
"fixed.ER.95",319.633187929945,5850.62661029858,1352.85210741109,0.542168159307526,0.0476190476190476,0,0,0,0,9,"median"
"fixed.ER.95",876.64119471562,13210.3025959603,3100.23228679697,0.670973579748364,0.333333333333333,0,0,0,0,9,"q_75"
"fixed.ER.95",1046.78905332235,16039.4118892175,4896.04356758114,0.543528474493557,0.17052380952381,0.338,0.03,0.033,0.025,8.574,"mean"
"moratorium",42648.631336689,16910.9116219775,4872.60350328209,0.188269820554377,0.333333333333333,1,1,2,1,0,"q_25"
"moratorium",57354.7627142875,42188.8780416473,13815.8141412715,0.28422884415361,0.476190476190476,2,1,3,2,0,"median"
"moratorium",73577.634225407,87342.9578768662,31409.7601853113,0.391504936904037,0.666666666666667,3,2,4,4,0,"q_75"
"moratorium",60937.2431624703,69342.9631432833,26388.600612282,0.298777323087273,0.492666666666667,2.123,1.491,2.837,2.371,0.178,"mean"
"moratorium.cap",49870.8965658918,10913.0755461131,2376.74924183512,0.133838981591277,0.333333333333333,0,0,1,1,0,"q_25"
"moratorium.cap",74364.6608864157,23018.6773914265,5465.06009108861,0.181124534989128,0.476190476190476,1,1,3,3,0,"median"
"moratorium.cap",106991.275164981,42874.1724836529,11405.6544227107,0.226663315552658,0.666666666666667,3,2,4,5,0,"q_75"
"moratorium.cap",86757.1641837558,33118.450885469,9541.04766796432,0.183173145569837,0.504,1.741,1.259,2.684,3.164,0.152,"mean"
"no.fishing",67075.7426034733,0,0,0,1,0,0,1,1,0,"q_25"
"no.fishing",100688.151563675,0,0,0,1,1,1,2,3,0,"median"
"no.fishing",141498.105766505,0,0,0,1,2,2,4,6,0,"q_75"
"no.fishing",115208.300497338,0,0,0,1,1.419,1.266,2.59,3.553,0.172,"mean"
