"brood_year","lwr","mid","upr","CU","model"
2000,3.902329448724,5.57772750192236,7.98109264254554,"YukonR.Teslinheadwaters","spw"
2001,3.8004995809321,5.44718987227523,7.8213609257885,"YukonR.Teslinheadwaters","spw"
2002,3.63154755354285,5.24623269996871,7.46112556004231,"YukonR.Teslinheadwaters","spw"
2003,4.0743911723193,5.72170496078415,8.04141095329673,"YukonR.Teslinheadwaters","spw"
2004,4.02845812497122,5.68958817531543,7.90198784711831,"YukonR.Teslinheadwaters","spw"
2005,3.90869927846501,5.6009730007754,8.06674219098928,"YukonR.Teslinheadwaters","spw"
2006,3.23112176494546,4.78348143670574,6.90070290197329,"YukonR.Teslinheadwaters","spw"
2007,2.86915257971924,4.37278574336981,6.43709109664292,"YukonR.Teslinheadwaters","spw"
2008,3.31802451211888,4.81812635266817,6.85771957836198,"YukonR.Teslinheadwaters","spw"
2009,3.5284604276625,5.20217144862809,7.50488155527772,"YukonR.Teslinheadwaters","spw"
2010,3.64036167106836,5.3010010764354,7.68122112480073,"YukonR.Teslinheadwaters","spw"
2011,4.27883729536405,6.17488012485564,9.04630185074102,"YukonR.Teslinheadwaters","spw"
2012,4.17261585547477,6.13689900040328,9.04979167162096,"YukonR.Teslinheadwaters","spw"
2013,3.87301173433546,5.62899525362404,8.32247076357189,"YukonR.Teslinheadwaters","spw"
2014,3.09368852339098,4.51788252637898,6.60695999095844,"YukonR.Teslinheadwaters","spw"
2015,2.18111722043179,3.39822244691507,5.24679556292631,"YukonR.Teslinheadwaters","spw"
2016,1.63329423393196,2.80500776737975,4.68825238823211,"YukonR.Teslinheadwaters","spw"
2017,1.43046255806801,2.51843118342511,4.35302853416171,"YukonR.Teslinheadwaters","spw"
2018,1.5281335493093,2.57202538492816,4.30260502679176,"YukonR.Teslinheadwaters","spw"
2019,1.56183874664395,2.67256231383305,4.59466822270023,"YukonR.Teslinheadwaters","spw"
2020,1.46757424090344,2.76623233164311,4.95505714252587,"YukonR.Teslinheadwaters","spw"
2021,1.3418979796738,2.79149289330592,5.28332914050995,"YukonR.Teslinheadwaters","spw"
2022,1.22781294115471,2.77157174824306,5.79295055672917,"YukonR.Teslinheadwaters","spw"
2023,1.13236504251923,2.81927579826542,6.09727531536431,"YukonR.Teslinheadwaters","spw"
2024,1.06623095822598,2.82831592560093,6.4058341171407,"YukonR.Teslinheadwaters","spw"
