"BroodYear","S_lwr","S_med","S_upr","R_lwr","R_med","R_upr","CU","CU_f"
1989,11468.54,13082.97,14945.78,67193.97,76730.81,86925.88,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1990,6022.59,7832.42,10222.33,24445.35,30687.57,38167.18,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1991,17693.14,19252.81,20984.08,68550.83,77430.01,87364.7,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1992,9448.59,11167.08,13202.25,16278.3,21092.46,26769.03,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1993,8226.17,9259.63,10389.62,26548.95,30785.76,35695.78,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1994,8266.5,9261.15,10413.19,26602.8,31510.02,36904.36,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1995,24279.2,26607.59,29168.39,35180.23,41867.08,49632.94,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1996,13997.78,15599.49,17340.83,29355.92,34484.8,40164.63,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1997,27762.83,30291.63,33086.65,23853.63,27849.93,32235.51,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1998,5204.22,8019.09,12102.22,25566.51,29378.3,33477.85,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1999,7366.66,8358.5,9464.58,15564.32,18313.28,21319.02,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2000,15857.89,17610.83,19620.19,18776.22,21683.97,24752,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2001,19010.61,25071.19,32694.78,19575.85,22528.27,25942.11,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2002,16829.56,18261.27,19790.68,11173.2,13280.17,15705.18,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2003,11426.97,12766.48,14246.92,21310.19,23673.19,26188.25,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2004,11485.16,12764.57,14218.37,7765.2,9000.25,10432.34,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
