CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,new spawn data,difference,Recruits_Wild,Recruits_Total,Abd_StartYr,UseYear,Group
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1985,8446.079322,8446.079322,8446.079322,8446.079322,8320.370472,-1%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1986,13278.09274,13278.09274,13278.09274,13278.09274,9767.466512,-26%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1987,2779.500931,2779.500931,2779.500931,2779.500931,4298.129509,55%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1988,1955.084981,1955.084981,1955.084981,1955.084981,2991.001266,53%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1989,1746.559378,1746.559378,1746.559378,1746.559378,3543.836829,103%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1990,2946.29978,2946.29978,2946.29978,2946.29978,4691.9025,59%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1991,4606.065389,4606.065389,4606.065389,4606.065389,5901.503539,28%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1992,12635.00204,12635.00204,12635.00204,12635.00204,9859.718432,-22%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1993,6013.319469,6013.319469,6013.319469,6013.319469,9234.764712,54%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1994,3238.719547,3238.719547,3238.719547,3238.719547,5167.055342,60%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1995,7658.088126,7658.088126,7658.088126,7658.088126,7756.272028,1%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1996,9317.414499,9317.414499,9317.414499,9317.414499,12161.5673,31%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1997,8166.94727,8166.94727,8166.94727,8166.94727,7145.729515,-13%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1998,13520.83844,13520.83844,13520.83844,13520.83844,3670.176352,-73%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1999,4952.693123,4952.693123,4952.693123,4952.693123,6439.573856,30%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2000,5759.62063,5759.62063,5759.62063,5759.62063,2911.013212,-49%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2001,7822.364496,7822.364496,7822.364496,7822.364496,7970.944793,2%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2002,1232.029843,1232.029843,1232.029843,1232.029843,1809.327839,47%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2003,2401.769491,2401.769491,2401.769491,2401.769491,4031.401523,68%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2004,3009.833309,3009.833309,3009.833309,3009.833309,3725.168384,24%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2005,8446.453546,8446.453546,8446.453546,8446.453546,8850.497703,5%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2006,1840.826405,1840.826405,1840.826405,1840.826405,1860.998096,1%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2007,3368.387755,3368.387755,3368.387755,3368.387755,3844.351579,14%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2008,971.4617758,971.4617758,971.4617758,971.4617758,4483.054143,361%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2009,6841.025004,6841.025004,6841.025004,6841.025004,5642.430578,-18%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2010,3926.551833,3926.551833,3926.551833,3926.551833,6178.389971,57%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2011,4484.960822,4484.960822,4484.960822,4484.960822,4492.728725,0%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2012,3545.911657,3545.911657,3545.911657,3545.911657,3547.518852,0%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2013,4132.942608,4132.942608,4132.942608,4132.942608,2998.6225,-27%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2014,7041.992836,7041.992836,7041.992836,7041.992836,6980.268396,-1%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2015,6165.475487,6165.475487,6165.475487,6165.475487,5875.993078,-5%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2016,13154.35738,13154.35738,13154.35738,13154.35738,13096.2029,0%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2017,12472.41939,12472.41939,12472.41939,12472.41939,12512.99632,0%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2018,7984.537738,7984.537738,7984.537738,7984.537738,7471.736846,-6%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2019,6883.936116,6883.936116,6883.936116,6883.936116,6482.126083,-6%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2020,2994.538978,2994.538978,2994.538978,2994.538978,7310.043238,144%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2021,1886.941108,1886.941108,1886.941108,1886.941108,2281.655419,21%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2022,1731.984784,1731.984784,1731.984784,1731.984784,353.1061506,-80%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2023,3240.767211,3240.767211,3240.767211,3240.767211,3236.16605,0%,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,2024,4112.272283,4112.272283,4112.272283,4112.272283,4104.276785,0%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1985,1942.80097,1942.80097,1942.80097,1942.80097,2023.007759,4%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1986,3265.071037,3265.071037,3265.071037,3265.071037,2509.307312,-23%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1987,1180.110962,1180.110962,1180.110962,1180.110962,1639.559643,39%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1988,8040.636786,8040.636786,8040.636786,8040.636786,15815.17285,97%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1989,2265.56187,2265.56187,2265.56187,2265.56187,6134.913845,171%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1990,2132.015435,2132.015435,2132.015435,2132.015435,5216.914382,145%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1991,2402.664934,2402.664934,2402.664934,2402.664934,2778.388516,16%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1992,8270.549191,8270.549191,8270.549191,8270.549191,4089.161807,-51%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1993,2041.473266,2041.473266,2041.473266,2041.473266,2214.885278,8%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1994,1149.523566,1149.523566,1149.523566,1149.523566,1813.06266,58%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1995,3255.77228,3255.77228,3255.77228,3255.77228,2631.837611,-19%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1996,4782.47828,4782.47828,4782.47828,4782.47828,4420.715788,-8%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1997,5259.580502,5259.580502,5259.580502,5259.580502,8311.740317,58%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1998,1363.381094,1363.381094,1363.381094,1363.381094,11919.08627,774%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,1999,1461.107206,1461.107206,1461.107206,1461.107206,2542.884761,74%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2000,2104.413376,2104.413376,2104.413376,2104.413376,951.6138954,-55%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2001,2516.865647,2516.865647,2516.865647,2516.865647,2021.608185,-20%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2002,1526.365656,1526.365656,1526.365656,1526.365656,1792.088033,17%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2003,3234.345159,3234.345159,3234.345159,3234.345159,4381.60212,35%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2004,5106.520306,5106.520306,5106.520306,5106.520306,5106.188726,0%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2005,628.4248714,628.4248714,628.4248714,628.4248714,728.8470962,16%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2006,1500.606608,1500.606608,1500.606608,1500.606608,2906.274864,94%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2007,955.9032514,955.9032514,955.9032514,955.9032514,300.893765,-69%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2008,1965.323282,1965.323282,1965.323282,1965.323282,1663.273707,-15%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2009,1583.985646,1583.985646,1583.985646,1583.985646,8850.203161,459%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2010,1302.504187,1302.504187,1302.504187,1302.504187,894.5339609,-31%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2011,8243.775577,8243.775577,8243.775577,8243.775577,8234.869791,0%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2012,7185.461036,7185.461036,7185.461036,7185.461036,7999.47779,11%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2013,2550.162168,2550.162168,2550.162168,2550.162168,3477.379393,36%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2014,6770.976294,6770.976294,6770.976294,6770.976294,703.2138421,-90%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2015,2751.228512,2751.228512,2751.228512,2751.228512,4543.33551,65%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2016,2117.941321,2117.941321,2117.941321,2117.941321,2119.819812,0%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2017,5784.361987,5784.361987,5784.361987,5784.361987,5514.190144,-5%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2018,3362.558804,3362.558804,3362.558804,3362.558804,5745.789349,71%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2019,3474.692616,3474.692616,3474.692616,3474.692616,3029.868307,-13%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2020,2091.15121,2091.15121,2091.15121,2091.15121,3002.833025,44%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2021,3736.963664,3736.963664,3736.963664,3736.963664,3771.869873,1%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2022,641.2981817,641.2981817,641.2981817,641.2981817,613.5748704,-4%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2023,379.0512904,379.0512904,379.0512904,379.0512904,373.7669795,-1%,NA,NA,1985,TRUE,CK_Yukon
CK-69.RR,UpperYukonR.RR,Chinook,2024,3193.586644,3193.586644,3193.586644,3193.586644,3123.81934,-2%,NA,NA,1985,TRUE,CK_Yukon
