POP_ID,YEAR,TOTAL_SPAWNERS,SPAWNERS_AGE_1,SPAWNERS_AGE_2,SPAWNERS_AGE_3,SPAWNERS_AGE_4,SPAWNERS_AGE_5,SPAWNERS_AGE_6,SPAWNERS_AGE_7,pHOS,IS_ENHANCED
44634,2012,46,,,,,,,,,no
44634,2013,41,,,,,,,,,no
44601,1980,194,,,,,,,,,no
44601,1981,914,,,,,,,,,no
44601,1982,272,,,,,,,,,no
44601,1983,425,,,,,,,,,no
44601,1984,270,,,,,,,,,no
44601,1985,11,,,,,,,,,no
44601,1986,,,,,,,,,,no
44601,2022,10,,,,,,,,,no
44601,2023,41,,,,,,,,,no
44601,2024,41,,,,,,,,,no
44598,1969,105,,,,,,,,,no
44598,1970,615,,,,,,,,,no
44598,1971,650,,,,,,,,,no
44598,1972,237,,,,,,,,,no
44598,1973,,,,,,,,,,no
44598,1974,,,,,,,,,,no
44598,1975,249,,,,,,,,,no
44598,1976,102,,,,,,,,,no
44598,1977,77,,,,,,,,,no
44598,1978,375,,,,,,,,,no
44598,1979,713,,,,,,,,,no
44598,1980,975,,,,,,,,,no
44598,1981,1626,,,,,,,,,no
44598,1982,578,,,,,,,,,no
44598,1983,701,,,,,,,,,no
44598,1984,832,,,,,,,,,no
44598,1985,409,,,,,,,,,no
44598,1986,,,,,,,,,,no
44598,1987,183,,,,,,,,,no
44598,1988,267,,,,,,,,,no
44598,1989,695,,,,,,,,,no
44598,1990,652,,,,,,,,,no
44598,1992,241,,,,,,,,,no
44598,1993,339,,,,,,,,,no
44598,1994,389,,,,,,,,,no
44598,1995,274,,,,,,,,,no
44598,1996,719,,,,,,,,,no
44598,1997,277,,,,,,,,,no
44598,1998,145,,,,,,,,,no
44598,1999,330,,,,,,,,,no
44598,2000,,,,,,,,,,no
44598,2001,481,,,,,,,,,no
44598,2002,280,,,,,,,,,no
44598,2003,687,,,,,,,,,no
44598,2004,330,,,,,,,,,no
44598,2005,807,,,,,,,,,no
44598,2006,601,,,,,,,,,no
44598,2007,137,,,,,,,,,no
44598,2009,497,,,,,,,,,no
44598,2010,288,,,,,,,,,no
44598,2011,,,,,,,,,,no
44598,2015,428,,,,,,,,,no
44598,2016,396,,,,,,,,,no
44598,2019,22,,,,,,,,,no
44598,2020,29,,,,,,,,,no
44598,2021,23,,,,,,,,,no
44598,2022,60,,,,,,,,,no
44598,2023,146,,,,,,,,,no
44598,2024,219,,,,,,,,,no
44598,2023,638,,,,,,,,,no
44598,2024,610,,,,,,,,,no
44594,1981,200,,,,,,,,,no
44594,1982,16,,,,,,,,,no
44594,1984,87,,,,,,,,,no
44594,1985,23,,,,,,,,,no
44594,1987,136,,,,,,,,,no
44594,1988,132,,,,,,,,,no
44594,1989,50,,,,,,,,,no
44594,1990,57,,,,,,,,,no
44594,2016,5807,,,,,,,,,no
44594,2017,9081,,,,,,,,,no
44594,2018,9751,,,,,,,,,no
44594,2019,6927,,,,,,,,,no
44594,2020,5678,,,,,,,,,no
44594,2021,4980,,,,,,,,,no
44594,2022,,,,,,,,,,no
44594,2023,1696,,,,,,,,,no
44594,2024,2548,,,,,,,,,no
44596,1981,972,,,,,,,,,no
44596,1982,155,,,,,,,,,no
44596,1984,151,,,,,,,,,no
44596,1986,72,,,,,,,,,no
44596,1987,134,,,,,,,,,no
44596,1988,234,,,,,,,,,no
44596,1989,433,,,,,,,,,no
44596,1990,457,,,,,,,,,no
44596,1995,253,,,,,,,,,no
44596,1996,102,,,,,,,,,no
44578,1970,100,,,,,,,,,no
44578,1971,130,,,,,,,,,no
44578,1972,80,,,,,,,,,no
44578,1973,99,,,,,,,,,no
44578,1974,192,,,,,,,,,no
44578,1975,175,,,,,,,,,no
44578,1976,52,,,,,,,,,no
44578,1977,150,,,,,,,,,no
44578,1978,200,,,,,,,,,no
44578,1979,150,,,,,,,,,no
44578,1980,222,,,,,,,,,no
44578,1981,133,,,,,,,,,no
44578,1982,73,,,,,,,,,no
44578,1983,264,,,,,,,,,no
44578,1984,153,,,,,,,,,no
44578,1985,190,,,,,,,,,no
44578,1986,155,,,,,,,,,no
44578,1987,159,,,,,,,,,no
44578,1988,152,,,,,,,,,no
44578,1989,100,,,,,,,,,no
44578,1990,643,,,,,,,,,no
44578,1991,,,,,,,,,,no
44578,1992,106,,,,,,,,,no
44578,1993,183,,,,,,,,,no
44578,1994,477,,,,,,,,,no
44578,1995,397,,,,,,,,,no
44578,1996,423,,,,,,,,,no
44578,1997,1198,,,,,,,,,no
44578,1998,405,,,,,,,,,no
44578,1999,252,,,,,,,,,no
44578,2000,276,,,,,,,,,no
44578,2001,,,,,,,,,,no
44578,2002,,,,,,,,,,no
44578,2003,,,,,,,,,,no
44578,2004,,,,,,,,,,no
44578,2005,,,,,,,,,,no
44578,2006,,,,,,,,,,no
44578,2007,,,,,,,,,,no
44578,2008,,,,,,,,,,no
44578,2009,,,,,,,,,,no
44578,2010,,,,,,,,,,no
44578,2011,,,,,,,,,,no
44578,2012,,,,,,,,,,no
44578,2013,,,,,,,,,,no
44578,2014,,,,,,,,,,no
44578,2015,,,,,,,,,,no
44578,2016,,,,,,,,,,no
44578,2017,,,,,,,,,,no
44578,2018,,,,,,,,,,no
44578,2019,,,,,,,,,,no
44578,2020,,,,,,,,,,no
44578,2021,17,,,,,,,,,no
44578,2022,206,,,,,,,,,no
44578,2023,82,,,,,,,,,no
44578,2024,149,,,,,,,,,no
44602,1980,170,,,,,,,,,no
44602,1981,1167,,,,,,,,,no
44602,1982,,,,,,,,,,no
44602,1983,,,,,,,,,,no
44602,1986,203,,,,,,,,,no
44602,1987,202,,,,,,,,,no
44602,1988,225,,,,,,,,,no
44602,1989,,,,,,,,,,no
44602,2001,249,,,,,,,,,no
44602,2002,,,,,,,,,,no
44602,2017,423,,,,,,,,,no
44602,2018,222,,,,,,,,,no
44602,2019,,,,,,,,,,no
44602,2020,61,,,,,,,,,no
44602,2017,1872,,,,,,,,,no
44602,2018,1554,,,,,,,,,no
44602,2019,,,,,,,,,,no
44602,2020,,,,,,,,,,no
44602,2021,247,,,,,,,,,no
44602,2022,476,,,,,,,,,no
44602,2023,355,,,,,,,,,no
44602,2024,1049,,,,,,,,,no
44585,2013,9916,,,,,,,,,no
44585,2014,17507,,,,,,,,,no
44585,2015,20463,,,,,,,,,no
44592,1983,100,,,,,,,,,no
44592,1984,150,,,,,,,,,no
44592,1985,210,,,,,,,,,no
44592,1986,228,,,,,,,,,no
44592,1987,100,,,,,,,,,no
44592,1988,204,,,,,,,,,no
44592,1989,88,,,,,,,,,no
44592,1990,83,,,,,,,,,no
44592,1992,73,,,,,,,,,no
44592,1994,,,,,,,,,,no
44592,1995,121,,,,,,,,,no
44592,1996,150,,,,,,,,,no
44592,1997,193,,,,,,,,,no
44592,1998,53,,,,,,,,,no
44599,1971,750,,,,,,,,,no
44599,1972,13,,,,,,,,,no
44599,1975,,,,,,,,,,no
44599,1979,,,,,,,,,,no
44599,1980,482,,,,,,,,,no
44599,1981,502,,,,,,,,,no
44599,1982,225,,,,,,,,,no
44599,1983,252,,,,,,,,,no
44599,1984,374,,,,,,,,,no
44599,1985,226,,,,,,,,,no
44599,1986,271,,,,,,,,,no
44599,1987,39,,,,,,,,,no
44599,1988,78,,,,,,,,,no
44599,1989,135,,,,,,,,,no
44599,1990,380,,,,,,,,,no
44599,1991,201,,,,,,,,,no
44599,1992,110,,,,,,,,,no
44599,1993,168,,,,,,,,,no
44599,1994,393,,,,,,,,,no
44599,1995,229,,,,,,,,,no
44599,1996,705,,,,,,,,,no
44599,1997,322,,,,,,,,,no
44599,1998,66,,,,,,,,,no
44599,1999,131,,,,,,,,,no
44599,2000,32,,,,,,,,,no
44599,2001,,,,,,,,,,no
44599,2002,154,,,,,,,,,no
44599,2003,292,,,,,,,,,no
44599,2004,226,,,,,,,,,no
44599,2005,260,,,,,,,,,no
44599,2006,114,,,,,,,,,no
44599,2007,54,,,,,,,,,no
44599,2008,22,,,,,,,,,no
44599,2009,134,,,,,,,,,no
44599,2010,94,,,,,,,,,no
44599,2011,78,,,,,,,,,no
44599,2012,,,,,,,,,,no
44599,2015,242,,,,,,,,,no
44599,2016,432,,,,,,,,,no
44599,2020,11,,,,,,,,,no
44599,2021,10,,,,,,,,,no
44599,2022,25,,,,,,,,,no
44599,2023,100,,,,,,,,,no
44599,2024,109,,,,,,,,,no
44580,1968,,,,,,,,,,no
44580,1969,120,,,,,,,,,no
44580,1970,,,,,,,,,,no
44580,1971,275,,,,,,,,,no
44580,1972,126,,,,,,,,,no
44580,1973,,,,,,,,,,no
44580,1977,265,,,,,,,,,no
44580,1978,330,,,,,,,,,no
44580,1979,,,,,,,,,,no
44580,1980,,,,,,,,,,no
44580,1981,670,,,,,,,,,no
44580,1982,403,,,,,,,,,no
44580,1983,101,,,,,,,,,no
44580,1984,434,,,,,,,,,no
44580,1985,89,,,,,,,,,no
44580,1986,,,,,,,,,,no
44580,1987,468,,,,,,,,,no
44580,1988,368,,,,,,,,,no
44580,1989,862,,,,,,,,,no
44580,1990,665,,,,,,,,,no
44580,1991,326,,,,,,,,,no
44580,1992,494,,,,,,,,,no
44580,1993,184,,,,,,,,,no
44580,1994,726,,,,,,,,,no
44580,1995,781,,,,,,,,,no
44580,1996,1150,,,,,,,,,no
44580,1997,1025,,,,,,,,,no
44580,1998,361,,,,,,,,,no
44580,1999,495,,,,,,,,,no
44580,2000,46,,,,,,,,,no
44580,2001,1035,,,,,,,,,no
44580,2002,,,,,,,,,,no
44580,2003,1658,,,,,,,,,no
44580,2004,1140,,,,,,,,,no
44580,2005,1519,,,,,,,,,no
44580,2006,1381,,,,,,,,,no
44580,2007,451,,,,,,,,,no
44580,2008,93,,,,,,,,,no
44580,2009,821,,,,,,,,,no
44580,2010,,,,,,,,,,no
44580,2011,38,,,,,,,,,no
